center_point,envelope
POINT (-64.0909436468 -1.8515827466000019),"POLYGON ((-64.3409436468 -2.101582746600002, -63.8409436468 -2.101582746600002, -63.8409436468 -1.6015827466000019, -64.3409436468 -1.6015827466000019, -64.3409436468 -2.101582746600002))"
POINT (-64.0909436468 -1.3515827466000019),"POLYGON ((-64.3409436468 -1.6015827466000019, -63.8409436468 -1.6015827466000019, -63.8409436468 -1.1015827466000019, -64.3409436468 -1.1015827466000019, -64.3409436468 -1.6015827466000019))"
POINT (-64.0909436468 -0.8515827466000019),"POLYGON ((-64.3409436468 -1.1015827466000019, -63.8409436468 -1.1015827466000019, -63.8409436468 -0.6015827466000019, -64.3409436468 -0.6015827466000019, -64.3409436468 -1.1015827466000019))"
POINT (-64.0909436468 -0.3515827466000019),"POLYGON ((-64.3409436468 -0.6015827466000019, -63.8409436468 -0.6015827466000019, -63.8409436468 -0.1015827466000019, -64.3409436468 -0.1015827466000019, -64.3409436468 -0.6015827466000019))"
POINT (-64.0909436468 0.1484172533999981),"POLYGON ((-64.3409436468 -0.1015827466000019, -63.8409436468 -0.1015827466000019, -63.8409436468 0.3984172533999981, -64.3409436468 0.3984172533999981, -64.3409436468 -0.1015827466000019))"
POINT (-64.0909436468 0.6484172533999981),"POLYGON ((-64.3409436468 0.3984172533999981, -63.8409436468 0.3984172533999981, -63.8409436468 0.8984172533999981, -64.3409436468 0.8984172533999981, -64.3409436468 0.3984172533999981))"
POINT (-64.0909436468 1.1484172533999981),"POLYGON ((-64.3409436468 0.8984172533999981, -63.8409436468 0.8984172533999981, -63.8409436468 1.3984172533999981, -64.3409436468 1.3984172533999981, -64.3409436468 0.8984172533999981))"
POINT (-64.0909436468 1.6484172533999981),"POLYGON ((-64.3409436468 1.3984172533999981, -63.8409436468 1.3984172533999981, -63.8409436468 1.8984172533999981, -64.3409436468 1.8984172533999981, -64.3409436468 1.3984172533999981))"
POINT (-64.0909436468 2.148417253399998),"POLYGON ((-64.3409436468 1.8984172533999981, -63.8409436468 1.8984172533999981, -63.8409436468 2.398417253399998, -64.3409436468 2.398417253399998, -64.3409436468 1.8984172533999981))"
POINT (-64.0909436468 2.648417253399998),"POLYGON ((-64.3409436468 2.398417253399998, -63.8409436468 2.398417253399998, -63.8409436468 2.898417253399998, -64.3409436468 2.898417253399998, -64.3409436468 2.398417253399998))"
POINT (-64.0909436468 3.148417253399998),"POLYGON ((-64.3409436468 2.898417253399998, -63.8409436468 2.898417253399998, -63.8409436468 3.398417253399998, -64.3409436468 3.398417253399998, -64.3409436468 2.898417253399998))"
POINT (-64.0909436468 3.648417253399998),"POLYGON ((-64.3409436468 3.398417253399998, -63.8409436468 3.398417253399998, -63.8409436468 3.898417253399998, -64.3409436468 3.898417253399998, -64.3409436468 3.398417253399998))"
POINT (-64.0909436468 4.148417253399998),"POLYGON ((-64.3409436468 3.898417253399998, -63.8409436468 3.898417253399998, -63.8409436468 4.398417253399998, -64.3409436468 4.398417253399998, -64.3409436468 3.898417253399998))"
POINT (-64.0909436468 4.648417253399998),"POLYGON ((-64.3409436468 4.398417253399998, -63.8409436468 4.398417253399998, -63.8409436468 4.898417253399998, -64.3409436468 4.898417253399998, -64.3409436468 4.398417253399998))"
POINT (-63.5909436468 -13.351582746600002),"POLYGON ((-63.8409436468 -13.601582746600002, -63.3409436468 -13.601582746600002, -63.3409436468 -13.101582746600002, -63.8409436468 -13.101582746600002, -63.8409436468 -13.601582746600002))"
POINT (-63.5909436468 -12.851582746600002),"POLYGON ((-63.8409436468 -13.101582746600002, -63.3409436468 -13.101582746600002, -63.3409436468 -12.601582746600002, -63.8409436468 -12.601582746600002, -63.8409436468 -13.101582746600002))"
POINT (-63.5909436468 -12.351582746600002),"POLYGON ((-63.8409436468 -12.601582746600002, -63.3409436468 -12.601582746600002, -63.3409436468 -12.101582746600002, -63.8409436468 -12.101582746600002, -63.8409436468 -12.601582746600002))"
POINT (-63.5909436468 -11.851582746600002),"POLYGON ((-63.8409436468 -12.101582746600002, -63.3409436468 -12.101582746600002, -63.3409436468 -11.601582746600002, -63.8409436468 -11.601582746600002, -63.8409436468 -12.101582746600002))"
POINT (-63.5909436468 -11.351582746600002),"POLYGON ((-63.8409436468 -11.601582746600002, -63.3409436468 -11.601582746600002, -63.3409436468 -11.101582746600002, -63.8409436468 -11.101582746600002, -63.8409436468 -11.601582746600002))"
POINT (-63.5909436468 -10.851582746600002),"POLYGON ((-63.8409436468 -11.101582746600002, -63.3409436468 -11.101582746600002, -63.3409436468 -10.601582746600002, -63.8409436468 -10.601582746600002, -63.8409436468 -11.101582746600002))"
POINT (-63.5909436468 -10.351582746600002),"POLYGON ((-63.8409436468 -10.601582746600002, -63.3409436468 -10.601582746600002, -63.3409436468 -10.101582746600002, -63.8409436468 -10.101582746600002, -63.8409436468 -10.601582746600002))"
POINT (-63.5909436468 -9.851582746600002),"POLYGON ((-63.8409436468 -10.101582746600002, -63.3409436468 -10.101582746600002, -63.3409436468 -9.601582746600002, -63.8409436468 -9.601582746600002, -63.8409436468 -10.101582746600002))"
POINT (-63.5909436468 -9.351582746600002),"POLYGON ((-63.8409436468 -9.601582746600002, -63.3409436468 -9.601582746600002, -63.3409436468 -9.101582746600002, -63.8409436468 -9.101582746600002, -63.8409436468 -9.601582746600002))"
POINT (-63.5909436468 -8.851582746600002),"POLYGON ((-63.8409436468 -9.101582746600002, -63.3409436468 -9.101582746600002, -63.3409436468 -8.601582746600002, -63.8409436468 -8.601582746600002, -63.8409436468 -9.101582746600002))"
POINT (-63.5909436468 -8.351582746600002),"POLYGON ((-63.8409436468 -8.601582746600002, -63.3409436468 -8.601582746600002, -63.3409436468 -8.101582746600002, -63.8409436468 -8.101582746600002, -63.8409436468 -8.601582746600002))"
POINT (-63.5909436468 -7.851582746600002),"POLYGON ((-63.8409436468 -8.101582746600002, -63.3409436468 -8.101582746600002, -63.3409436468 -7.601582746600002, -63.8409436468 -7.601582746600002, -63.8409436468 -8.101582746600002))"
POINT (-63.5909436468 -7.351582746600002),"POLYGON ((-63.8409436468 -7.601582746600002, -63.3409436468 -7.601582746600002, -63.3409436468 -7.101582746600002, -63.8409436468 -7.101582746600002, -63.8409436468 -7.601582746600002))"
POINT (-63.5909436468 -6.851582746600002),"POLYGON ((-63.8409436468 -7.101582746600002, -63.3409436468 -7.101582746600002, -63.3409436468 -6.601582746600002, -63.8409436468 -6.601582746600002, -63.8409436468 -7.101582746600002))"
POINT (-63.5909436468 -6.351582746600002),"POLYGON ((-63.8409436468 -6.601582746600002, -63.3409436468 -6.601582746600002, -63.3409436468 -6.101582746600002, -63.8409436468 -6.101582746600002, -63.8409436468 -6.601582746600002))"
POINT (-63.5909436468 -5.851582746600002),"POLYGON ((-63.8409436468 -6.101582746600002, -63.3409436468 -6.101582746600002, -63.3409436468 -5.601582746600002, -63.8409436468 -5.601582746600002, -63.8409436468 -6.101582746600002))"
POINT (-63.5909436468 -5.351582746600002),"POLYGON ((-63.8409436468 -5.601582746600002, -63.3409436468 -5.601582746600002, -63.3409436468 -5.101582746600002, -63.8409436468 -5.101582746600002, -63.8409436468 -5.601582746600002))"
POINT (-63.5909436468 -4.851582746600002),"POLYGON ((-63.8409436468 -5.101582746600002, -63.3409436468 -5.101582746600002, -63.3409436468 -4.601582746600002, -63.8409436468 -4.601582746600002, -63.8409436468 -5.101582746600002))"
POINT (-63.5909436468 -4.351582746600002),"POLYGON ((-63.8409436468 -4.601582746600002, -63.3409436468 -4.601582746600002, -63.3409436468 -4.101582746600002, -63.8409436468 -4.101582746600002, -63.8409436468 -4.601582746600002))"
POINT (-63.5909436468 -3.851582746600002),"POLYGON ((-63.8409436468 -4.101582746600002, -63.3409436468 -4.101582746600002, -63.3409436468 -3.601582746600002, -63.8409436468 -3.601582746600002, -63.8409436468 -4.101582746600002))"
POINT (-63.5909436468 -3.351582746600002),"POLYGON ((-63.8409436468 -3.601582746600002, -63.3409436468 -3.601582746600002, -63.3409436468 -3.101582746600002, -63.8409436468 -3.101582746600002, -63.8409436468 -3.601582746600002))"
POINT (-63.5909436468 -2.851582746600002),"POLYGON ((-63.8409436468 -3.101582746600002, -63.3409436468 -3.101582746600002, -63.3409436468 -2.601582746600002, -63.8409436468 -2.601582746600002, -63.8409436468 -3.101582746600002))"
POINT (-63.5909436468 -2.351582746600002),"POLYGON ((-63.8409436468 -2.601582746600002, -63.3409436468 -2.601582746600002, -63.3409436468 -2.101582746600002, -63.8409436468 -2.101582746600002, -63.8409436468 -2.601582746600002))"
POINT (-63.5909436468 -1.8515827466000019),"POLYGON ((-63.8409436468 -2.101582746600002, -63.3409436468 -2.101582746600002, -63.3409436468 -1.6015827466000019, -63.8409436468 -1.6015827466000019, -63.8409436468 -2.101582746600002))"
POINT (-63.5909436468 -1.3515827466000019),"POLYGON ((-63.8409436468 -1.6015827466000019, -63.3409436468 -1.6015827466000019, -63.3409436468 -1.1015827466000019, -63.8409436468 -1.1015827466000019, -63.8409436468 -1.6015827466000019))"
POINT (-63.5909436468 -0.8515827466000019),"POLYGON ((-63.8409436468 -1.1015827466000019, -63.3409436468 -1.1015827466000019, -63.3409436468 -0.6015827466000019, -63.8409436468 -0.6015827466000019, -63.8409436468 -1.1015827466000019))"
POINT (-63.5909436468 -0.3515827466000019),"POLYGON ((-63.8409436468 -0.6015827466000019, -63.3409436468 -0.6015827466000019, -63.3409436468 -0.1015827466000019, -63.8409436468 -0.1015827466000019, -63.8409436468 -0.6015827466000019))"
POINT (-63.5909436468 0.1484172533999981),"POLYGON ((-63.8409436468 -0.1015827466000019, -63.3409436468 -0.1015827466000019, -63.3409436468 0.3984172533999981, -63.8409436468 0.3984172533999981, -63.8409436468 -0.1015827466000019))"
POINT (-63.5909436468 0.6484172533999981),"POLYGON ((-63.8409436468 0.3984172533999981, -63.3409436468 0.3984172533999981, -63.3409436468 0.8984172533999981, -63.8409436468 0.8984172533999981, -63.8409436468 0.3984172533999981))"
POINT (-63.5909436468 1.1484172533999981),"POLYGON ((-63.8409436468 0.8984172533999981, -63.3409436468 0.8984172533999981, -63.3409436468 1.3984172533999981, -63.8409436468 1.3984172533999981, -63.8409436468 0.8984172533999981))"
POINT (-63.5909436468 1.6484172533999981),"POLYGON ((-63.8409436468 1.3984172533999981, -63.3409436468 1.3984172533999981, -63.3409436468 1.8984172533999981, -63.8409436468 1.8984172533999981, -63.8409436468 1.3984172533999981))"
POINT (-63.5909436468 2.148417253399998),"POLYGON ((-63.8409436468 1.8984172533999981, -63.3409436468 1.8984172533999981, -63.3409436468 2.398417253399998, -63.8409436468 2.398417253399998, -63.8409436468 1.8984172533999981))"
POINT (-63.5909436468 2.648417253399998),"POLYGON ((-63.8409436468 2.398417253399998, -63.3409436468 2.398417253399998, -63.3409436468 2.898417253399998, -63.8409436468 2.898417253399998, -63.8409436468 2.398417253399998))"
POINT (-63.5909436468 3.148417253399998),"POLYGON ((-63.8409436468 2.898417253399998, -63.3409436468 2.898417253399998, -63.3409436468 3.398417253399998, -63.8409436468 3.398417253399998, -63.8409436468 2.898417253399998))"
POINT (-63.5909436468 3.648417253399998),"POLYGON ((-63.8409436468 3.398417253399998, -63.3409436468 3.398417253399998, -63.3409436468 3.898417253399998, -63.8409436468 3.898417253399998, -63.8409436468 3.398417253399998))"
POINT (-63.5909436468 4.148417253399998),"POLYGON ((-63.8409436468 3.898417253399998, -63.3409436468 3.898417253399998, -63.3409436468 4.398417253399998, -63.8409436468 4.398417253399998, -63.8409436468 3.898417253399998))"
POINT (-63.5909436468 4.648417253399998),"POLYGON ((-63.8409436468 4.398417253399998, -63.3409436468 4.398417253399998, -63.3409436468 4.898417253399998, -63.8409436468 4.898417253399998, -63.8409436468 4.398417253399998))"
POINT (-63.0909436468 -13.851582746600002),"POLYGON ((-63.3409436468 -14.101582746600002, -62.8409436468 -14.101582746600002, -62.8409436468 -13.601582746600002, -63.3409436468 -13.601582746600002, -63.3409436468 -14.101582746600002))"
POINT (-63.0909436468 -13.351582746600002),"POLYGON ((-63.3409436468 -13.601582746600002, -62.8409436468 -13.601582746600002, -62.8409436468 -13.101582746600002, -63.3409436468 -13.101582746600002, -63.3409436468 -13.601582746600002))"
POINT (-63.0909436468 -12.851582746600002),"POLYGON ((-63.3409436468 -13.101582746600002, -62.8409436468 -13.101582746600002, -62.8409436468 -12.601582746600002, -63.3409436468 -12.601582746600002, -63.3409436468 -13.101582746600002))"
POINT (-63.0909436468 -12.351582746600002),"POLYGON ((-63.3409436468 -12.601582746600002, -62.8409436468 -12.601582746600002, -62.8409436468 -12.101582746600002, -63.3409436468 -12.101582746600002, -63.3409436468 -12.601582746600002))"
POINT (-63.0909436468 -11.851582746600002),"POLYGON ((-63.3409436468 -12.101582746600002, -62.8409436468 -12.101582746600002, -62.8409436468 -11.601582746600002, -63.3409436468 -11.601582746600002, -63.3409436468 -12.101582746600002))"
POINT (-63.0909436468 -11.351582746600002),"POLYGON ((-63.3409436468 -11.601582746600002, -62.8409436468 -11.601582746600002, -62.8409436468 -11.101582746600002, -63.3409436468 -11.101582746600002, -63.3409436468 -11.601582746600002))"
POINT (-63.0909436468 -10.851582746600002),"POLYGON ((-63.3409436468 -11.101582746600002, -62.8409436468 -11.101582746600002, -62.8409436468 -10.601582746600002, -63.3409436468 -10.601582746600002, -63.3409436468 -11.101582746600002))"
POINT (-63.0909436468 -10.351582746600002),"POLYGON ((-63.3409436468 -10.601582746600002, -62.8409436468 -10.601582746600002, -62.8409436468 -10.101582746600002, -63.3409436468 -10.101582746600002, -63.3409436468 -10.601582746600002))"
POINT (-63.0909436468 -9.851582746600002),"POLYGON ((-63.3409436468 -10.101582746600002, -62.8409436468 -10.101582746600002, -62.8409436468 -9.601582746600002, -63.3409436468 -9.601582746600002, -63.3409436468 -10.101582746600002))"
POINT (-63.0909436468 -9.351582746600002),"POLYGON ((-63.3409436468 -9.601582746600002, -62.8409436468 -9.601582746600002, -62.8409436468 -9.101582746600002, -63.3409436468 -9.101582746600002, -63.3409436468 -9.601582746600002))"
POINT (-63.0909436468 -8.851582746600002),"POLYGON ((-63.3409436468 -9.101582746600002, -62.8409436468 -9.101582746600002, -62.8409436468 -8.601582746600002, -63.3409436468 -8.601582746600002, -63.3409436468 -9.101582746600002))"
POINT (-63.0909436468 -8.351582746600002),"POLYGON ((-63.3409436468 -8.601582746600002, -62.8409436468 -8.601582746600002, -62.8409436468 -8.101582746600002, -63.3409436468 -8.101582746600002, -63.3409436468 -8.601582746600002))"
POINT (-63.0909436468 -7.851582746600002),"POLYGON ((-63.3409436468 -8.101582746600002, -62.8409436468 -8.101582746600002, -62.8409436468 -7.601582746600002, -63.3409436468 -7.601582746600002, -63.3409436468 -8.101582746600002))"
POINT (-63.0909436468 -7.351582746600002),"POLYGON ((-63.3409436468 -7.601582746600002, -62.8409436468 -7.601582746600002, -62.8409436468 -7.101582746600002, -63.3409436468 -7.101582746600002, -63.3409436468 -7.601582746600002))"
POINT (-63.0909436468 -6.851582746600002),"POLYGON ((-63.3409436468 -7.101582746600002, -62.8409436468 -7.101582746600002, -62.8409436468 -6.601582746600002, -63.3409436468 -6.601582746600002, -63.3409436468 -7.101582746600002))"
POINT (-63.0909436468 -6.351582746600002),"POLYGON ((-63.3409436468 -6.601582746600002, -62.8409436468 -6.601582746600002, -62.8409436468 -6.101582746600002, -63.3409436468 -6.101582746600002, -63.3409436468 -6.601582746600002))"
POINT (-63.0909436468 -5.851582746600002),"POLYGON ((-63.3409436468 -6.101582746600002, -62.8409436468 -6.101582746600002, -62.8409436468 -5.601582746600002, -63.3409436468 -5.601582746600002, -63.3409436468 -6.101582746600002))"
POINT (-63.0909436468 -5.351582746600002),"POLYGON ((-63.3409436468 -5.601582746600002, -62.8409436468 -5.601582746600002, -62.8409436468 -5.101582746600002, -63.3409436468 -5.101582746600002, -63.3409436468 -5.601582746600002))"
POINT (-63.0909436468 -4.851582746600002),"POLYGON ((-63.3409436468 -5.101582746600002, -62.8409436468 -5.101582746600002, -62.8409436468 -4.601582746600002, -63.3409436468 -4.601582746600002, -63.3409436468 -5.101582746600002))"
POINT (-63.0909436468 -4.351582746600002),"POLYGON ((-63.3409436468 -4.601582746600002, -62.8409436468 -4.601582746600002, -62.8409436468 -4.101582746600002, -63.3409436468 -4.101582746600002, -63.3409436468 -4.601582746600002))"
POINT (-63.0909436468 -3.851582746600002),"POLYGON ((-63.3409436468 -4.101582746600002, -62.8409436468 -4.101582746600002, -62.8409436468 -3.601582746600002, -63.3409436468 -3.601582746600002, -63.3409436468 -4.101582746600002))"
POINT (-63.0909436468 -3.351582746600002),"POLYGON ((-63.3409436468 -3.601582746600002, -62.8409436468 -3.601582746600002, -62.8409436468 -3.101582746600002, -63.3409436468 -3.101582746600002, -63.3409436468 -3.601582746600002))"
POINT (-63.0909436468 -2.851582746600002),"POLYGON ((-63.3409436468 -3.101582746600002, -62.8409436468 -3.101582746600002, -62.8409436468 -2.601582746600002, -63.3409436468 -2.601582746600002, -63.3409436468 -3.101582746600002))"
POINT (-63.0909436468 -2.351582746600002),"POLYGON ((-63.3409436468 -2.601582746600002, -62.8409436468 -2.601582746600002, -62.8409436468 -2.101582746600002, -63.3409436468 -2.101582746600002, -63.3409436468 -2.601582746600002))"
